number moves made,solving time,total seen states,max queue size,unique seen states
21,0.24937772750854492,553,119,553
21,0.2417159080505371,553,119,553
21,0.24378585815429688,553,119,553
21,0.24130821228027344,553,119,553
21,0.24858593940734863,553,119,553
21,0.23910808563232422,553,119,553
21,0.2521510124206543,553,119,553
21,0.24022674560546875,553,119,553
21,0.24554109573364258,553,119,553
21,0.2503209114074707,553,119,553
21,0.23991084098815918,553,119,553
21,0.23954319953918457,553,119,553
21,0.23858213424682617,553,119,553
21,0.2408742904663086,553,119,553
21,0.2405409812927246,553,119,553
21,0.24918389320373535,553,119,553
21,0.2390000820159912,553,119,553
21,0.23798084259033203,553,119,553
21,0.23786592483520508,553,119,553
21,0.23812413215637207,553,119,553
21,0.23942089080810547,553,119,553
21,0.238267183303833,553,119,553
21,0.23794913291931152,553,119,553
21,0.2450718879699707,553,119,553
21,0.23996901512145996,553,119,553
21,0.23971891403198242,553,119,553
21,0.23802399635314941,553,119,553
21,0.2384171485900879,553,119,553
21,0.23878216743469238,553,119,553
21,0.23994779586791992,553,119,553
21,0.2482130527496338,553,119,553
21,0.24106216430664062,553,119,553
21,0.24924898147583008,553,119,553
21,0.24182605743408203,553,119,553
21,0.24071002006530762,553,119,553
21,0.24094700813293457,553,119,553
21,0.32675814628601074,553,119,553
21,0.2426438331604004,553,119,553
21,0.24073219299316406,553,119,553
21,0.24080276489257812,553,119,553
21,0.24382996559143066,553,119,553
21,0.25499796867370605,553,119,553
21,0.24451780319213867,553,119,553
21,0.24395513534545898,553,119,553
21,0.2446300983428955,553,119,553
21,0.24083209037780762,553,119,553
21,0.23988795280456543,553,119,553
21,0.2393951416015625,553,119,553
21,0.23927807807922363,553,119,553
21,0.2404177188873291,553,119,553
21,0.25209712982177734,553,119,553
21,0.2400829792022705,553,119,553
21,0.3219020366668701,553,119,553
21,0.24168801307678223,553,119,553
21,0.32354116439819336,553,119,553
21,0.24979805946350098,553,119,553
21,0.2399449348449707,553,119,553
21,0.23952293395996094,553,119,553
21,0.24605798721313477,553,119,553
21,0.23917102813720703,553,119,553
21,0.2394239902496338,553,119,553
21,0.24020099639892578,553,119,553
21,0.2391679286956787,553,119,553
21,0.2398509979248047,553,119,553
21,0.23958683013916016,553,119,553
21,0.23977303504943848,553,119,553
21,0.2399911880493164,553,119,553
21,0.25940608978271484,553,119,553
21,0.24515366554260254,553,119,553
21,0.24424505233764648,553,119,553
21,0.24508190155029297,553,119,553
21,0.2422630786895752,553,119,553
21,0.24128484725952148,553,119,553
21,0.2401869297027588,553,119,553
21,0.24436092376708984,553,119,553
21,0.24302411079406738,553,119,553
21,0.2619059085845947,553,119,553
21,0.24406075477600098,553,119,553
21,0.24412274360656738,553,119,553
21,0.24056792259216309,553,119,553
21,0.23852205276489258,553,119,553
21,0.24392318725585938,553,119,553
21,0.24313616752624512,553,119,553
21,0.24635601043701172,553,119,553
21,0.24164819717407227,553,119,553
21,0.24949097633361816,553,119,553
21,0.24363994598388672,553,119,553
21,0.23869013786315918,553,119,553
21,0.2401900291442871,553,119,553
21,0.2410721778869629,553,119,553
21,0.24398398399353027,553,119,553
21,0.23952317237854004,553,119,553
21,0.2429659366607666,553,119,553
21,0.29227113723754883,553,119,553
21,0.24178600311279297,553,119,553
21,0.24065303802490234,553,119,553
21,0.24411821365356445,553,119,553
21,0.2446887493133545,553,119,553
21,0.24359393119812012,553,119,553
21,0.2435908317565918,553,119,553
21,0.24062323570251465,553,119,553
21,0.24345088005065918,553,119,553
21,0.25156497955322266,553,119,553
21,0.24364805221557617,553,119,553
21,0.24385380744934082,553,119,553
21,0.24479913711547852,553,119,553
21,0.24084806442260742,553,119,553
21,0.24082207679748535,553,119,553
21,0.2407689094543457,553,119,553
21,0.24189209938049316,553,119,553
21,0.24187970161437988,553,119,553
21,0.25208282470703125,553,119,553
21,0.2424020767211914,553,119,553
21,0.24393796920776367,553,119,553
21,0.24182677268981934,553,119,553
21,0.23904895782470703,553,119,553
21,0.23871827125549316,553,119,553
21,0.3020169734954834,553,119,553
21,0.24198174476623535,553,119,553
21,0.24738025665283203,553,119,553
21,0.24812006950378418,553,119,553
21,0.23938417434692383,553,119,553
21,0.24006986618041992,553,119,553
21,0.2454700469970703,553,119,553
21,0.25200414657592773,553,119,553
