number moves made,solving time,number seen states,max_queue_size
21,0.5980639457702637,696,142
21,0.6028449535369873,699,142
21,0.597815990447998,701,142
21,0.5928339958190918,697,143
21,0.60117506980896,700,151
21,0.5964381694793701,694,142
21,0.6030960083007812,695,149
21,0.5914108753204346,694,142
21,0.6001689434051514,698,142
21,0.6274449825286865,697,143
21,0.5912518501281738,694,143
21,0.5920388698577881,694,142
21,0.5972440242767334,699,142
21,0.5927488803863525,696,143
21,0.6158618927001953,698,142
21,0.59806227684021,699,147
21,0.6056299209594727,698,146
21,0.5904059410095215,694,142
21,0.6332643032073975,694,142
21,0.5914249420166016,695,142
21,0.6504039764404297,697,150
21,0.6135990619659424,699,143
21,0.6505873203277588,694,142
21,0.7212681770324707,694,142
21,0.775305986404419,694,142
21,0.5940368175506592,695,145
21,0.8848538398742676,694,142
21,0.6334350109100342,704,142
21,0.6136019229888916,702,145
21,0.6563599109649658,694,142
21,0.653141975402832,695,142
21,0.6216509342193604,698,142
21,0.6388280391693115,694,143
21,0.60648512840271,694,143
21,0.6095030307769775,701,144
21,0.6038861274719238,696,145
21,0.6081469058990479,694,146
21,0.5957169532775879,694,142
21,0.6029162406921387,694,149
21,0.6079528331756592,699,143
21,0.5999059677124023,698,147
21,0.5945546627044678,699,142
21,0.5921237468719482,696,143
21,0.5950279235839844,700,144
21,0.601464033126831,695,142
21,0.6004092693328857,698,143
21,0.6022987365722656,694,142
21,0.591594934463501,696,142
21,0.5942800045013428,699,142
21,0.5912399291992188,694,142
21,0.5900049209594727,694,145
21,0.5911769866943359,694,142
21,0.5929491519927979,696,142
21,0.5933072566986084,701,142
21,0.6073489189147949,698,148
21,0.6037192344665527,709,143
21,0.5957589149475098,701,143
21,0.591320276260376,696,148
21,0.5975790023803711,707,147
21,0.5948729515075684,704,143
21,0.5920381546020508,694,143
21,0.591202974319458,694,146
21,0.5989029407501221,694,143
21,0.5923829078674316,694,142
21,0.6064598560333252,694,142
21,0.6030709743499756,699,142
21,0.5943028926849365,695,145
21,0.5970978736877441,699,142
21,0.5927612781524658,694,143
21,0.6048238277435303,694,143
21,0.5987601280212402,694,144
21,0.5934557914733887,703,148
21,0.6153411865234375,700,146
21,0.6105859279632568,694,143
21,0.6333019733428955,694,142
21,0.7430989742279053,694,143
21,0.6273903846740723,695,142
21,0.5969829559326172,697,142
21,0.605370044708252,695,145
21,0.7788159847259521,695,146
21,0.604576826095581,696,142
21,0.5993883609771729,694,146
21,0.663856029510498,696,143
21,0.5935280323028564,694,142
21,0.5938019752502441,695,143
21,0.5907809734344482,694,142
21,0.5913689136505127,695,142
21,0.6195657253265381,706,145
21,0.5904760360717773,694,144
21,0.5954720973968506,702,142
21,0.5931901931762695,694,142
21,0.5926656723022461,698,146
21,0.590742826461792,694,142
21,0.5909488201141357,695,145
21,0.5936760902404785,699,146
21,0.5978500843048096,694,146
21,0.5910139083862305,694,142
21,0.593379020690918,701,146
21,0.5918428897857666,694,143
21,0.5970323085784912,704,142
21,0.59769606590271,705,142
21,0.590831995010376,694,142
21,0.5914428234100342,695,142
21,0.5967197418212891,696,142
21,0.5926501750946045,697,147
21,0.592677116394043,694,144
21,0.593742847442627,700,142
21,0.591494083404541,697,142
21,0.594221830368042,700,143
21,0.5924830436706543,694,143
21,0.5895259380340576,694,143
21,0.5955977439880371,694,142
21,0.5935091972351074,698,142
21,0.5918469429016113,696,143
21,0.5955991744995117,704,145
21,0.5910687446594238,694,142
21,0.5982599258422852,708,153
21,0.5889551639556885,694,143
21,0.60154128074646,699,147
21,0.5910549163818359,698,142
21,0.5910308361053467,698,144
21,0.5905911922454834,696,142
21,0.594484806060791,699,142
21,0.5969769954681396,708,142
21,0.5936048030853271,696,147
21,0.6006259918212891,703,142
21,0.5972900390625,700,143
21,0.6436021327972412,698,142
21,0.5914390087127686,694,143
21,0.5924899578094482,694,143
21,0.5912132263183594,695,142
21,0.5979640483856201,710,147
21,0.6353800296783447,694,142
21,0.5952849388122559,694,143
21,0.6071128845214844,699,143
21,0.6304910182952881,697,143
21,1.2061331272125244,694,145
21,0.6186630725860596,694,144
21,0.5994770526885986,694,143
21,0.6091268062591553,699,145
21,0.6067807674407959,698,147
21,0.6014699935913086,694,145
21,0.5964312553405762,700,145
21,0.6010618209838867,694,142
21,0.5946462154388428,696,143
21,0.603557825088501,696,142
21,0.6008739471435547,697,142
21,0.6125681400299072,708,142
21,0.593407154083252,694,143
21,0.610753059387207,697,142
21,0.6657671928405762,705,150
21,0.7623417377471924,695,142
21,0.6090559959411621,694,147
21,0.6157591342926025,694,150
21,0.6405479907989502,694,142
21,0.6076798439025879,694,147
21,0.5994668006896973,707,142
21,0.5953919887542725,698,142
21,0.5963230133056641,698,148
21,0.6087310314178467,699,143
21,0.5944886207580566,694,146
21,0.7789409160614014,697,142
21,0.6176941394805908,698,143
21,0.6184999942779541,697,144
21,0.7303109169006348,694,142
21,0.665081262588501,698,143
21,0.5965261459350586,699,147
21,0.675518274307251,697,145
21,0.5924348831176758,695,144
21,0.5911009311676025,694,144
21,0.6007318496704102,694,142
21,0.5920703411102295,697,142
21,0.5908141136169434,694,142
21,0.5932836532592773,699,144
21,0.5965759754180908,700,151
21,0.5999448299407959,694,142
21,0.5915758609771729,694,145
21,0.5905699729919434,696,146
21,0.5894520282745361,694,142
21,0.5944559574127197,697,147
21,0.5925581455230713,694,152
21,0.593059778213501,696,146
21,0.5928299427032471,700,148
21,0.5972709655761719,695,148
21,0.5921368598937988,701,143
21,0.5988552570343018,697,147
21,0.5959510803222656,695,142
21,0.5914108753204346,699,147
21,0.594944953918457,700,146
21,0.5971331596374512,699,146
21,0.5910470485687256,698,142
21,0.5936999320983887,697,148
21,0.5974960327148438,694,145
21,0.6071028709411621,703,142
21,0.5977611541748047,698,142
21,0.5922939777374268,696,148
21,0.5916788578033447,694,142
21,0.5910680294036865,697,144
21,0.5961050987243652,694,143
21,0.6035280227661133,694,148
21,0.6084837913513184,698,142
21,0.5976700782775879,697,143
21,0.5949029922485352,697,142
21,0.5917098522186279,698,143
21,0.5936949253082275,701,142
21,0.5930271148681641,694,143
21,0.5914068222045898,694,150
21,0.5914101600646973,697,143
21,0.5975487232208252,696,142
21,0.592475175857544,694,143
21,0.5965991020202637,703,144
21,0.5942089557647705,700,142
21,0.6497740745544434,696,143
21,0.5943727493286133,697,144
21,0.5920040607452393,699,148
21,0.6063270568847656,696,149
21,0.6008610725402832,697,142
21,0.7596108913421631,704,142
21,0.689244270324707,694,144
21,0.5957732200622559,694,144
21,0.638801097869873,696,143
21,0.5921938419342041,697,143
21,0.5911591053009033,694,142
21,0.5903341770172119,694,144
21,0.599236011505127,697,148
21,0.5933682918548584,694,146
21,0.5908389091491699,694,144
21,0.5929038524627686,697,143
21,0.5882370471954346,694,142
21,0.6021690368652344,694,145
21,0.5951659679412842,697,142
21,0.5976729393005371,696,142
21,0.5975561141967773,694,142
21,0.6235790252685547,698,144
21,0.6044731140136719,699,142
21,0.5938918590545654,695,142
21,0.5939388275146484,698,142
21,0.5893831253051758,694,142
21,0.5941932201385498,699,147
21,0.6535820960998535,698,147
21,0.6006152629852295,694,143
21,0.5916848182678223,698,143
21,0.5912151336669922,694,143
21,0.5967307090759277,705,145
21,0.5984587669372559,705,142
21,0.5924103260040283,695,142
21,0.5925087928771973,697,145
21,0.5925149917602539,696,145
21,0.5980920791625977,694,147
21,0.5953011512756348,701,142
21,0.5913956165313721,696,142
21,0.59446120262146,699,144
21,0.5984227657318115,710,143
21,0.5904951095581055,697,142
21,0.5909738540649414,694,145
21,0.5962250232696533,703,142
21,0.6011390686035156,700,143
21,0.5930368900299072,694,149
21,0.589885950088501,694,142
21,0.5903558731079102,697,143
21,0.5917370319366455,694,142
21,0.5916638374328613,696,142
21,0.5954282283782959,701,142
21,0.595099925994873,703,142
21,0.598189115524292,694,145
21,0.5956790447235107,700,142
21,0.592055082321167,696,143
21,0.616736888885498,707,144
21,0.6018381118774414,694,142
21,0.5901267528533936,694,144
21,0.6059432029724121,694,142
21,0.5947561264038086,695,147
21,0.6017370223999023,702,143
21,0.59897780418396,706,145
21,0.5987718105316162,694,145
21,0.595534086227417,699,143
21,0.5921859741210938,698,144
21,0.5919189453125,700,142
21,0.5910310745239258,694,142
21,0.6086759567260742,695,146
21,0.6251561641693115,696,144
21,0.5983891487121582,697,145
21,0.5891609191894531,694,146
21,0.5945079326629639,698,145
21,0.5893781185150146,694,146
21,0.5929608345031738,696,143
21,0.5921928882598877,698,142
21,0.593440055847168,698,150
21,0.6000549793243408,698,147
21,0.5914790630340576,694,143
21,0.5912561416625977,697,142
21,0.593724250793457,700,142
21,0.5910546779632568,694,142
21,0.5911281108856201,695,142
21,0.5911040306091309,695,143
21,0.5945029258728027,700,142
21,0.5980319976806641,696,142
21,0.5898129940032959,694,142
21,0.5937142372131348,697,142
21,0.5924689769744873,697,143
21,0.5928568840026855,699,147
21,0.5922832489013672,695,142
21,0.5910191535949707,694,142
21,0.6109449863433838,694,145
21,0.6316559314727783,694,142
21,0.5958030223846436,694,142
21,0.5940921306610107,698,146
21,0.6000237464904785,696,143
21,0.5913000106811523,694,142
21,0.5922539234161377,700,142
21,0.6588747501373291,700,144
21,0.5903019905090332,694,145
21,0.6024651527404785,701,146
21,0.5910792350769043,694,144
21,0.5946390628814697,701,143
21,0.5962610244750977,703,147
21,0.5924811363220215,696,142
21,0.5915918350219727,696,145
21,0.5899481773376465,694,142
21,0.5890917778015137,694,147
21,0.5979719161987305,694,144
21,0.5937659740447998,695,142
21,0.596207857131958,704,142
21,0.591796875,694,143
21,0.5930259227752686,694,143
21,0.6522266864776611,694,142
21,0.8146390914916992,694,146
21,0.5966401100158691,699,143
21,0.6489238739013672,699,147
21,0.5942409038543701,698,142
21,0.5915219783782959,694,147
21,0.5940940380096436,699,148
21,0.594027042388916,699,143
21,0.5908117294311523,697,142
21,0.5958468914031982,698,145
21,0.5910489559173584,694,143
21,0.5976252555847168,697,146
21,0.5926568508148193,700,146
21,0.5907120704650879,694,142
21,0.5932369232177734,702,145
21,0.5928480625152588,701,145
21,0.5903000831604004,694,143
21,0.5920858383178711,698,143
21,0.59014892578125,694,143
21,0.6026737689971924,701,143
21,0.5914340019226074,694,142
21,0.5917251110076904,697,143
21,0.5877177715301514,694,142
21,0.5898900032043457,696,142
21,0.5922579765319824,700,144
21,0.5875849723815918,694,142
21,0.5954058170318604,696,144
21,0.5975451469421387,697,142
21,0.5963141918182373,706,142
21,0.5915548801422119,697,142
21,0.5911159515380859,694,147
21,0.5893518924713135,695,142
21,0.6068871021270752,694,147
21,0.6012406349182129,705,145
21,0.5890569686889648,696,143
21,0.6844019889831543,700,143
21,0.5938150882720947,703,142
21,0.6059269905090332,699,145
21,0.5944771766662598,697,142
21,0.5929169654846191,694,142
21,0.5920050144195557,694,143
21,0.5935308933258057,702,146
21,0.6093108654022217,700,142
21,0.5984392166137695,695,149
21,0.5955383777618408,701,143
21,0.5961008071899414,707,144
21,0.5932791233062744,694,142
21,0.5918409824371338,697,144
21,0.5933911800384521,698,146
21,0.594459056854248,698,142
21,0.6111109256744385,697,145
21,0.6096696853637695,694,143
21,0.5930600166320801,701,145
21,0.5925588607788086,702,146
21,0.5903539657592773,698,142
21,0.5934147834777832,699,142
21,0.6584329605102539,702,142
21,0.5915300846099854,694,142
21,0.5913727283477783,697,143
21,0.5909857749938965,696,142
21,0.6019530296325684,700,144
21,0.5927920341491699,703,145
21,0.591865062713623,697,143
21,0.5915141105651855,694,142
21,0.5920629501342773,694,142
21,0.5910630226135254,694,145
21,0.5912230014801025,694,143
21,0.5908241271972656,694,143
21,0.5966000556945801,694,142
21,0.5931761264801025,696,142
21,0.5935616493225098,697,144
21,0.5914931297302246,694,145
21,0.5988819599151611,710,142
21,0.5941228866577148,699,142
21,0.5941550731658936,700,143
21,0.5994212627410889,695,145
21,0.5941016674041748,694,144
21,0.5912930965423584,695,144
21,0.5938661098480225,696,150
21,0.5950090885162354,694,142
21,0.5929431915283203,694,146
21,0.5924558639526367,694,142
21,0.5920748710632324,694,142
21,0.5915780067443848,697,142
21,0.6078901290893555,700,142
21,0.5926117897033691,694,149
21,0.5930130481719971,694,142
21,0.6093330383300781,696,151
21,0.5964117050170898,702,143
21,0.8366398811340332,694,144
21,0.5950608253479004,694,142
21,0.6603808403015137,695,143
21,0.6068291664123535,695,142
21,0.5947940349578857,699,144
21,0.5938849449157715,694,142
21,0.5919227600097656,694,142
21,0.5912108421325684,694,149
21,0.5928981304168701,696,142
21,0.5927708148956299,702,144
21,0.6202630996704102,698,142
21,0.602985143661499,694,142
21,1.0191781520843506,694,143
21,0.614811897277832,694,142
21,0.5971682071685791,694,142
21,0.6650199890136719,697,142
21,0.6037371158599854,696,144
21,0.715681791305542,700,142
21,0.5975689888000488,694,146
21,0.607219934463501,701,143
21,0.5919790267944336,694,143
21,0.5948550701141357,694,143
21,0.5987288951873779,695,143
21,0.5942108631134033,701,142
21,0.592404842376709,695,142
21,0.5938947200775146,699,144
21,0.5961799621582031,701,142
21,0.5999350547790527,700,143
21,0.592231035232544,698,144
21,0.5935220718383789,694,142
21,0.5970258712768555,700,144
21,0.5941202640533447,694,142
21,0.5928492546081543,694,142
21,0.5934867858886719,701,147
21,0.5915000438690186,696,142
21,0.6013820171356201,703,145
21,0.5920970439910889,694,143
21,0.592738151550293,694,142
21,0.5915451049804688,694,142
21,0.5961236953735352,697,142
21,0.5930182933807373,697,146
21,0.5937731266021729,697,147
21,0.5946328639984131,699,142
21,0.5991520881652832,695,149
21,0.5986897945404053,703,142
21,0.5917320251464844,694,142
21,0.5970351696014404,703,148
21,0.5973320007324219,694,142
21,0.5947780609130859,703,142
21,0.6143198013305664,698,148
21,0.6755659580230713,702,142
21,0.7768831253051758,699,144
21,0.5965819358825684,694,146
21,0.6620690822601318,697,143
21,0.6523168087005615,706,144
21,0.6062681674957275,696,145
21,0.5932431221008301,694,143
21,0.5951330661773682,702,145
21,0.594871997833252,698,144
21,0.5921227931976318,694,142
21,0.6045658588409424,700,142
21,0.594383716583252,694,145
21,0.5976901054382324,706,142
21,0.5943989753723145,705,143
21,0.5902841091156006,694,149
21,0.5913252830505371,694,147
21,0.5955958366394043,700,149
21,0.5968692302703857,703,143
21,0.5989000797271729,695,149
21,0.6019210815429688,696,142
21,0.6175837516784668,698,144
21,0.594470739364624,697,150
21,0.5927000045776367,698,142
21,0.5913217067718506,698,142
21,0.5954339504241943,696,145
21,0.595332145690918,701,142
21,0.5987868309020996,694,142
21,0.591245174407959,695,142
21,0.5930759906768799,696,144
21,0.5939040184020996,700,148
21,0.5932021141052246,697,142
21,0.5947859287261963,698,142
21,0.5934460163116455,698,151
21,0.5896449089050293,696,142
21,0.601574182510376,699,142
21,0.5918869972229004,696,143
21,0.5911350250244141,694,142
21,0.5905680656433105,694,142
21,0.5944509506225586,702,142
21,0.5955791473388672,697,144
21,0.5946049690246582,695,146
21,0.6011180877685547,707,148
21,0.6005480289459229,698,142
21,0.5925791263580322,696,143
21,0.5926990509033203,696,142
21,0.5937740802764893,694,142
21,0.5914628505706787,694,150
21,0.5933239459991455,702,147
21,0.5896401405334473,694,145
21,0.5957849025726318,699,142
21,0.6154279708862305,697,148
21,0.651238203048706,709,149
21,0.8168630599975586,700,145
21,0.5939431190490723,694,142
21,0.6642212867736816,696,144
21,0.5920853614807129,694,142
21,0.5920751094818115,694,145
21,0.5919339656829834,695,142
21,0.6018569469451904,694,146
21,0.5939700603485107,696,143
21,0.5945351123809814,702,144
21,0.5970578193664551,700,142
21,0.5926730632781982,694,143
21,0.6611521244049072,696,142
21,0.5924899578094482,697,145
21,0.592663049697876,694,144
21,0.5990667343139648,696,145
21,0.5909082889556885,695,144
21,0.5914318561553955,694,146
21,0.5904669761657715,694,142
21,0.5913901329040527,694,147
21,0.593519926071167,694,142
21,0.5922908782958984,698,145
21,0.5931587219238281,694,144
21,0.6048529148101807,705,142
21,0.591331958770752,694,142
21,0.591184139251709,697,146
21,0.5941178798675537,701,144
21,0.593529224395752,698,146
21,0.5941340923309326,697,143
21,0.5909960269927979,694,148
21,0.6168210506439209,695,142
21,0.6009109020233154,697,144
21,0.7942888736724854,697,147
21,0.5991532802581787,701,144
21,0.601557731628418,698,142
21,0.6060962677001953,694,145
21,0.6611459255218506,700,145
21,0.6077141761779785,694,144
21,0.6068789958953857,694,147
21,0.7368869781494141,696,142
21,0.664726972579956,695,142
21,0.5994622707366943,694,146
21,0.5954530239105225,694,149
21,0.5936069488525391,695,142
21,0.600883960723877,694,142
21,0.5956630706787109,702,146
21,0.5947310924530029,696,144
21,0.5923206806182861,694,143
21,0.6051390171051025,703,142
21,0.6277868747711182,702,144
21,0.6204512119293213,694,144
21,0.7598409652709961,698,142
21,0.6806960105895996,699,142
21,0.7627871036529541,701,142
21,0.6247129440307617,695,143
21,0.6155650615692139,700,151
21,0.7897191047668457,694,144
21,0.6269080638885498,702,142
21,0.6209979057312012,694,145
21,0.5960781574249268,697,143
21,0.6042487621307373,699,143
21,0.5976228713989258,694,142
21,0.5940089225769043,694,144
21,0.5916178226470947,694,143
21,0.59895920753479,694,142
21,0.5910179615020752,694,142
21,0.5948338508605957,694,142
21,0.5937449932098389,697,142
21,0.5923199653625488,696,142
21,0.5954880714416504,696,142
21,0.5955440998077393,703,145
21,0.5926411151885986,697,143
21,0.5978918075561523,694,142
21,0.5898549556732178,695,146
21,0.5912060737609863,697,143
21,0.5902369022369385,694,142
21,0.5935719013214111,698,146
21,0.5939071178436279,701,146
21,0.5925261974334717,697,148
21,0.594559907913208,703,147
21,0.5911428928375244,694,148
21,0.5975439548492432,695,144
21,0.5909271240234375,697,142
21,0.5927200317382812,702,142
21,0.58884596824646,694,142
21,0.5980789661407471,707,143
21,0.5924422740936279,694,143
21,0.5940077304840088,697,143
21,0.5929479598999023,696,142
21,0.5994038581848145,697,150
21,0.5931708812713623,694,142
21,0.6117241382598877,699,142
21,0.8756952285766602,694,146
21,0.6255428791046143,703,142
21,0.5923259258270264,694,144
21,0.6036438941955566,706,148
21,0.5920512676239014,694,142
21,0.6265888214111328,694,144
21,0.5926656723022461,694,146
21,0.5898289680480957,694,142
21,0.6146266460418701,696,143
21,0.7502119541168213,698,142
21,0.7467467784881592,694,147
21,0.597271203994751,705,143
21,0.6387739181518555,695,143
21,0.660491943359375,694,142
21,0.6386828422546387,694,142
21,0.5917317867279053,694,143
21,0.5926179885864258,694,142
21,0.5925958156585693,698,143
21,0.5940520763397217,694,142
21,0.5960118770599365,703,145
21,0.5915892124176025,696,143
21,0.597827672958374,695,143
21,0.591217041015625,695,142
21,0.589630126953125,694,145
21,0.5917119979858398,696,142
21,0.5936367511749268,701,144
21,0.5900478363037109,696,142
21,0.5904078483581543,694,145
21,0.5946769714355469,698,143
21,0.5980610847473145,694,143
21,0.5906639099121094,698,142
21,0.5940768718719482,701,150
21,0.5969882011413574,701,142
21,0.5928707122802734,698,146
21,0.5935428142547607,697,142
21,0.5941801071166992,697,145
21,0.5902609825134277,694,147
21,0.601768970489502,697,145
21,0.5940051078796387,697,143
21,0.5926308631896973,698,142
21,0.5904428958892822,694,143
21,0.5903961658477783,694,144
21,0.5930080413818359,700,143
21,0.5965838432312012,702,145
21,0.5919950008392334,696,146
21,0.5939188003540039,698,146
21,0.6018407344818115,694,142
21,0.5997068881988525,698,144
21,0.6030540466308594,707,142
21,0.5939779281616211,698,142
21,0.5981082916259766,694,142
21,0.5947489738464355,697,149
21,0.594527006149292,701,142
21,0.5938718318939209,694,146
21,0.6011109352111816,698,142
21,0.590224027633667,694,142
21,0.5969462394714355,694,142
21,0.5915317535400391,696,147
21,0.5929710865020752,694,146
21,0.608978271484375,694,142
21,0.6082339286804199,702,142
21,0.5941958427429199,699,142
21,0.5959539413452148,694,146
21,0.5912089347839355,695,142
