number moves made,solving time,total seen states,max queue size,unique seen states
4654,2.842254877090454,4654,NaN,NaN
372,0.23463010787963867,372,NaN,NaN
1354,0.8509891033172607,1354,NaN,NaN
1728,1.0653316974639893,1728,NaN,NaN
7638,4.731825351715088,7638,NaN,NaN
3674,2.2249767780303955,3674,NaN,NaN
9015,5.463638782501221,9015,NaN,NaN
4761,2.9007797241210938,4761,NaN,NaN
2847,1.758049726486206,2847,NaN,NaN
2094,1.4536974430084229,2094,NaN,NaN
40434,28.937946557998657,40434,NaN,NaN
700,0.4536759853363037,700,NaN,NaN
3191,2.036856174468994,3191,NaN,NaN
10906,6.7993011474609375,10906,NaN,NaN
2305,1.6045260429382324,2305,NaN,NaN
5379,3.4222018718719482,5379,NaN,NaN
15238,9.573385953903198,15238,NaN,NaN
5429,3.412207841873169,5429,NaN,NaN
5070,3.2377116680145264,5070,NaN,NaN
1181,0.7320921421051025,1181,NaN,NaN
13386,8.433722257614136,13386,NaN,NaN
3602,2.313992500305176,3602,NaN,NaN
6940,4.450006008148193,6940,NaN,NaN
3603,2.3408989906311035,3603,NaN,NaN
3920,2.4847629070281982,3920,NaN,NaN
13728,8.887215375900269,13728,NaN,NaN
951,0.6174502372741699,951,NaN,NaN
5088,3.243222713470459,5088,NaN,NaN
6852,4.44028115272522,6852,NaN,NaN
7046,4.533313989639282,7046,NaN,NaN
443,0.2753570079803467,443,NaN,NaN
5019,3.1412227153778076,5019,NaN,NaN
8540,5.39793586730957,8540,NaN,NaN
3375,2.1179580688476562,3375,NaN,NaN
6022,3.8691399097442627,6022,NaN,NaN
10399,6.548718452453613,10399,NaN,NaN
3555,2.267228841781616,3555,NaN,NaN
7000,4.55892014503479,7000,NaN,NaN
4017,2.5756683349609375,4017,NaN,NaN
2095,1.348107099533081,2095,NaN,NaN
1545,0.973635196685791,1545,NaN,NaN
5102,3.265475034713745,5102,NaN,NaN
528,0.3153555393218994,528,NaN,NaN
69398,44.14795804023743,69398,NaN,NaN
1410,0.8846499919891357,1410,NaN,NaN
1647,1.055056095123291,1647,NaN,NaN
7069,4.47106671333313,7069,NaN,NaN
9126,5.837358474731445,9126,NaN,NaN
3731,2.3945610523223877,3731,NaN,NaN
1563,1.0151605606079102,1563,NaN,NaN
5536,3.461139678955078,5536,NaN,NaN
375,0.25273847579956055,375,NaN,NaN
775,0.4694545269012451,775,NaN,NaN
2019,1.2522735595703125,2019,NaN,NaN
13832,8.851155996322632,13832,NaN,NaN
2960,1.9422194957733154,2960,NaN,NaN
4788,3.0304455757141113,4788,NaN,NaN
1254,0.8149058818817139,1254,NaN,NaN
309,0.19869756698608398,309,NaN,NaN
8150,5.1767048835754395,8150,NaN,NaN
2592,1.7219409942626953,2592,NaN,NaN
5383,3.542262554168701,5383,NaN,NaN
247,0.18675661087036133,247,NaN,NaN
1752,1.1391870975494385,1752,NaN,NaN
401,0.24920868873596191,401,NaN,NaN
868,0.5545988082885742,868,NaN,NaN
7504,4.755376815795898,7504,NaN,NaN
16570,10.431831121444702,16570,NaN,NaN
5767,3.6664955615997314,5767,NaN,NaN
9093,5.643388509750366,9093,NaN,NaN
1090,0.7103784084320068,1090,NaN,NaN
13702,8.705633401870728,13702,NaN,NaN
8166,5.21902871131897,8166,NaN,NaN
5627,3.614729404449463,5627,NaN,NaN
10089,6.469052076339722,10089,NaN,NaN
376,0.22967219352722168,376,NaN,NaN
1676,1.0941367149353027,1676,NaN,NaN
8680,5.497811555862427,8680,NaN,NaN
10492,6.6127235889434814,10492,NaN,NaN
6764,4.22862696647644,6764,NaN,NaN
