number moves made,solving time,total seen states,max queue size,unique seen states
6590,3.585880756378174,6590,NaN,NaN
1007,0.5603792667388916,1007,NaN,NaN
2774,1.508779764175415,2774,NaN,NaN
2675,1.4593968391418457,2675,NaN,NaN
1602,0.8813760280609131,1602,NaN,NaN
6146,3.301527976989746,6146,NaN,NaN
7120,3.8682501316070557,7120,NaN,NaN
3358,1.8243098258972168,3358,NaN,NaN
5958,3.2471718788146973,5958,NaN,NaN
3591,1.9724369049072266,3591,NaN,NaN
2275,1.2189130783081055,2275,NaN,NaN
1822,0.9876456260681152,1822,NaN,NaN
3029,1.6883575916290283,3029,NaN,NaN
1241,0.7103195190429688,1241,NaN,NaN
5639,3.1489853858947754,5639,NaN,NaN
1450,0.8126392364501953,1450,NaN,NaN
8785,4.902948379516602,8785,NaN,NaN
978,0.5414478778839111,978,NaN,NaN
5665,3.2355873584747314,5665,NaN,NaN
4115,2.29876971244812,4115,NaN,NaN
1947,1.0837957859039307,1947,NaN,NaN
2876,1.5876669883728027,2876,NaN,NaN
1114,0.6361947059631348,1114,NaN,NaN
5152,2.9068663120269775,5152,NaN,NaN
1653,0.9250876903533936,1653,NaN,NaN
3534,2.014984130859375,3534,NaN,NaN
848,0.48041248321533203,848,NaN,NaN
4676,2.613882541656494,4676,NaN,NaN
5429,3.1440248489379883,5429,NaN,NaN
8997,5.005791187286377,8997,NaN,NaN
3791,2.1604645252227783,3791,NaN,NaN
2532,1.4079036712646484,2532,NaN,NaN
3319,1.8904402256011963,3319,NaN,NaN
3118,1.7697906494140625,3118,NaN,NaN
3092,1.7424156665802002,3092,NaN,NaN
3405,1.935791015625,3405,NaN,NaN
5170,2.9221017360687256,5170,NaN,NaN
960,0.5469567775726318,960,NaN,NaN
5633,3.1763956546783447,5633,NaN,NaN
8675,4.856682777404785,8675,NaN,NaN
3893,2.2523646354675293,3893,NaN,NaN
4674,2.668292284011841,4674,NaN,NaN
3973,2.2136754989624023,3973,NaN,NaN
5714,3.1959846019744873,5714,NaN,NaN
1342,0.7844364643096924,1342,NaN,NaN
4120,2.2965714931488037,4120,NaN,NaN
881,0.5118813514709473,881,NaN,NaN
4128,2.2914652824401855,4128,NaN,NaN
2500,1.4090120792388916,2500,NaN,NaN
5287,2.9645392894744873,5287,NaN,NaN
3710,2.132633686065674,3710,NaN,NaN
12224,6.973666191101074,12224,NaN,NaN
3426,1.9404637813568115,3426,NaN,NaN
7484,4.216500759124756,7484,NaN,NaN
2684,1.5003395080566406,2684,NaN,NaN
2297,1.3022840023040771,2297,NaN,NaN
4182,2.385464906692505,4182,NaN,NaN
29560,16.854756593704224,29560,NaN,NaN
4298,2.4001872539520264,4298,NaN,NaN
7333,4.181457757949829,7333,NaN,NaN
11026,6.263575077056885,11026,NaN,NaN
2210,1.2301037311553955,2210,NaN,NaN
2609,1.4348208904266357,2609,NaN,NaN
3877,2.2240753173828125,3877,NaN,NaN
6034,3.4228124618530273,6034,NaN,NaN
4227,2.369678258895874,4227,NaN,NaN
1533,0.8582310676574707,1533,NaN,NaN
1544,0.8658521175384521,1544,NaN,NaN
4428,2.624964475631714,4428,NaN,NaN
1842,1.0552496910095215,1842,NaN,NaN
2306,1.3348581790924072,2306,NaN,NaN
1145,0.6437110900878906,1145,NaN,NaN
2924,1.658923625946045,2924,NaN,NaN
3704,2.1283020973205566,3704,NaN,NaN
2842,1.6269102096557617,2842,NaN,NaN
10547,6.018385887145996,10547,NaN,NaN
1311,0.7845299243927002,1311,NaN,NaN
3520,2.008920192718506,3520,NaN,NaN
6571,3.749241828918457,6571,NaN,NaN
2935,1.6952056884765625,2935,NaN,NaN
9776,5.50385856628418,9776,NaN,NaN
1295,0.7410931587219238,1295,NaN,NaN
5416,3.038804531097412,5416,NaN,NaN
8120,4.6571571826934814,8120,NaN,NaN
1410,0.8087573051452637,1410,NaN,NaN
6955,4.028608083724976,6955,NaN,NaN
2096,1.2466042041778564,2096,NaN,NaN
6757,3.8912291526794434,6757,NaN,NaN
973,0.5650482177734375,973,NaN,NaN
991,0.5913865566253662,991,NaN,NaN
4692,2.6327171325683594,4692,NaN,NaN
4151,2.3587148189544678,4151,NaN,NaN
809,0.4496428966522217,809,NaN,NaN
6042,3.403474807739258,6042,NaN,NaN
4853,2.7567756175994873,4853,NaN,NaN
2558,1.4578142166137695,2558,NaN,NaN
1220,0.6748058795928955,1220,NaN,NaN
2632,1.5059394836425781,2632,NaN,NaN
3708,2.119854211807251,3708,NaN,NaN
4400,2.421215295791626,4400,NaN,NaN
1986,1.0974388122558594,1986,NaN,NaN
9763,5.556309223175049,9763,NaN,NaN
2204,1.2518870830535889,2204,NaN,NaN
5225,2.9757115840911865,5225,NaN,NaN
1296,0.7322258949279785,1296,NaN,NaN
1051,0.6006901264190674,1051,NaN,NaN
6739,3.8602938652038574,6739,NaN,NaN
2110,1.21622633934021,2110,NaN,NaN
4246,2.3833165168762207,4246,NaN,NaN
2261,1.3046200275421143,2261,NaN,NaN
6108,3.462327003479004,6108,NaN,NaN
3635,2.030038595199585,3635,NaN,NaN
3720,2.074075698852539,3720,NaN,NaN
3643,1.9887213706970215,3643,NaN,NaN
3484,2.0059726238250732,3484,NaN,NaN
5330,2.9796013832092285,5330,NaN,NaN
3156,1.739980936050415,3156,NaN,NaN
2890,1.6391072273254395,2890,NaN,NaN
4093,2.3691134452819824,4093,NaN,NaN
3607,2.017963171005249,3607,NaN,NaN
4117,2.4066243171691895,4117,NaN,NaN
2624,1.4449803829193115,2624,NaN,NaN
3613,2.055259943008423,3613,NaN,NaN
3552,1.979201078414917,3552,NaN,NaN
2535,1.4456429481506348,2535,NaN,NaN
6335,3.555682897567749,6335,NaN,NaN
696,0.39452147483825684,696,NaN,NaN
3128,1.7496826648712158,3128,NaN,NaN
2816,1.6079485416412354,2816,NaN,NaN
1441,0.8070614337921143,1441,NaN,NaN
943,0.536632776260376,943,NaN,NaN
2033,1.1152634620666504,2033,NaN,NaN
1801,1.014267921447754,1801,NaN,NaN
2986,1.6781067848205566,2986,NaN,NaN
6424,3.68105411529541,6424,NaN,NaN
10502,5.957383155822754,10502,NaN,NaN
2508,1.4055073261260986,2508,NaN,NaN
6657,3.774752616882324,6657,NaN,NaN
7336,4.1787192821502686,7336,NaN,NaN
2887,1.6043000221252441,2887,NaN,NaN
3653,2.0617644786834717,3653,NaN,NaN
5063,2.885902166366577,5063,NaN,NaN
2469,1.4009582996368408,2469,NaN,NaN
3813,2.156324625015259,3813,NaN,NaN
2322,1.3958654403686523,2322,NaN,NaN
8427,4.86347770690918,8427,NaN,NaN
6580,3.7014968395233154,6580,NaN,NaN
6470,3.650787591934204,6470,NaN,NaN
4860,2.726085901260376,4860,NaN,NaN
3045,1.7227227687835693,3045,NaN,NaN
3922,2.1923818588256836,3922,NaN,NaN
1368,0.7601509094238281,1368,NaN,NaN
11107,6.37337851524353,11107,NaN,NaN
6268,3.494044065475464,6268,NaN,NaN
3634,2.049999475479126,3634,NaN,NaN
3739,2.0363521575927734,3739,NaN,NaN
4808,2.716510057449341,4808,NaN,NaN
3350,1.8742704391479492,3350,NaN,NaN
2656,1.5299837589263916,2656,NaN,NaN
4770,2.6808488368988037,4770,NaN,NaN
4668,2.6405935287475586,4668,NaN,NaN
4851,2.7011878490448,4851,NaN,NaN
3155,1.8035757541656494,3155,NaN,NaN
2864,1.5859525203704834,2864,NaN,NaN
2580,1.4421567916870117,2580,NaN,NaN
991,0.5667200088500977,991,NaN,NaN
2331,1.294482946395874,2331,NaN,NaN
4811,2.772481918334961,4811,NaN,NaN
6140,3.47023868560791,6140,NaN,NaN
9139,5.166644096374512,9139,NaN,NaN
2404,1.353198528289795,2404,NaN,NaN
9633,5.4620819091796875,9633,NaN,NaN
1964,1.1100351810455322,1964,NaN,NaN
752,0.42735981941223145,752,NaN,NaN
1979,1.1231119632720947,1979,NaN,NaN
2657,1.4535679817199707,2657,NaN,NaN
4235,2.4038922786712646,4235,NaN,NaN
1140,0.6506197452545166,1140,NaN,NaN
4468,2.488187789916992,4468,NaN,NaN
11342,6.437760829925537,11342,NaN,NaN
15410,8.692779064178467,15410,NaN,NaN
2223,1.2834084033966064,2223,NaN,NaN
3994,2.206820249557495,3994,NaN,NaN
2777,1.5594050884246826,2777,NaN,NaN
1776,1.004141092300415,1776,NaN,NaN
4607,2.6485018730163574,4607,NaN,NaN
7691,4.311878442764282,7691,NaN,NaN
6490,3.6925997734069824,6490,NaN,NaN
1935,1.1324844360351562,1935,NaN,NaN
7548,4.315271377563477,7548,NaN,NaN
1633,0.9548077583312988,1633,NaN,NaN
3846,2.1585257053375244,3846,NaN,NaN
2621,1.5189921855926514,2621,NaN,NaN
6267,3.4632787704467773,6267,NaN,NaN
4632,2.6346871852874756,4632,NaN,NaN
6947,3.935572862625122,6947,NaN,NaN
6802,3.8968276977539062,6802,NaN,NaN
2226,1.2411623001098633,2226,NaN,NaN
698,0.38865160942077637,698,NaN,NaN
3417,1.9239068031311035,3417,NaN,NaN
3042,1.7207059860229492,3042,NaN,NaN
1473,0.8404691219329834,1473,NaN,NaN
5481,3.103837251663208,5481,NaN,NaN
1700,1.0044426918029785,1700,NaN,NaN
4840,2.74715256690979,4840,NaN,NaN
1866,1.0668954849243164,1866,NaN,NaN
2205,1.247567892074585,2205,NaN,NaN
5556,3.142732620239258,5556,NaN,NaN
1684,0.9524738788604736,1684,NaN,NaN
8999,5.092601537704468,8999,NaN,NaN
3853,2.2224009037017822,3853,NaN,NaN
1944,1.0999715328216553,1944,NaN,NaN
5578,3.0877554416656494,5578,NaN,NaN
11984,6.740791320800781,11984,NaN,NaN
2695,1.5066936016082764,2695,NaN,NaN
10407,5.778661251068115,10407,NaN,NaN
1810,1.006401538848877,1810,NaN,NaN
2738,1.559074878692627,2738,NaN,NaN
8596,4.847829341888428,8596,NaN,NaN
3106,1.7746210098266602,3106,NaN,NaN
3236,1.8342127799987793,3236,NaN,NaN
1994,1.1340537071228027,1994,NaN,NaN
1917,1.0662152767181396,1917,NaN,NaN
2900,1.624617099761963,2900,NaN,NaN
8494,4.859935283660889,8494,NaN,NaN
3547,1.9790990352630615,3547,NaN,NaN
966,0.5373530387878418,966,NaN,NaN
3001,1.7276849746704102,3001,NaN,NaN
2577,1.450631856918335,2577,NaN,NaN
3314,1.8428425788879395,3314,NaN,NaN
594,0.3421614170074463,594,NaN,NaN
1682,0.9726917743682861,1682,NaN,NaN
1995,1.1127078533172607,1995,NaN,NaN
2082,1.2126398086547852,2082,NaN,NaN
3101,1.7717962265014648,3101,NaN,NaN
5082,2.8573720455169678,5082,NaN,NaN
5144,2.909148931503296,5144,NaN,NaN
5670,3.217155933380127,5670,NaN,NaN
1833,1.0487360954284668,1833,NaN,NaN
11755,6.741607904434204,11755,NaN,NaN
4876,2.7035181522369385,4876,NaN,NaN
4832,2.697031259536743,4832,NaN,NaN
1887,1.048243761062622,1887,NaN,NaN
2229,1.2766823768615723,2229,NaN,NaN
1463,0.8068618774414062,1463,NaN,NaN
752,0.44736742973327637,752,NaN,NaN
5273,2.8847858905792236,5273,NaN,NaN
1223,0.7086617946624756,1223,NaN,NaN
4763,2.6992945671081543,4763,NaN,NaN
5087,2.866041421890259,5087,NaN,NaN
4533,2.6173112392425537,4533,NaN,NaN
3495,1.9976763725280762,3495,NaN,NaN
6079,3.4980995655059814,6079,NaN,NaN
5607,3.197955369949341,5607,NaN,NaN
4641,2.656942129135132,4641,NaN,NaN
4564,2.6098756790161133,4564,NaN,NaN
4140,2.3319711685180664,4140,NaN,NaN
2481,1.4030005931854248,2481,NaN,NaN
3440,1.9594407081604004,3440,NaN,NaN
3567,1.9836299419403076,3567,NaN,NaN
2008,1.111142635345459,2008,NaN,NaN
2449,1.395432710647583,2449,NaN,NaN
3418,1.943784475326538,3418,NaN,NaN
1923,1.1106798648834229,1923,NaN,NaN
1024,0.5671656131744385,1024,NaN,NaN
2329,1.2905852794647217,2329,NaN,NaN
1042,0.6161661148071289,1042,NaN,NaN
3348,1.9258391857147217,3348,NaN,NaN
2558,1.4533984661102295,2558,NaN,NaN
3231,1.86541748046875,3231,NaN,NaN
4000,2.2719242572784424,4000,NaN,NaN
5305,2.9477016925811768,5305,NaN,NaN
3054,1.7518095970153809,3054,NaN,NaN
2229,1.2209408283233643,2229,NaN,NaN
5870,3.3584346771240234,5870,NaN,NaN
3428,1.943941593170166,3428,NaN,NaN
1154,0.6396670341491699,1154,NaN,NaN
1817,1.0100018978118896,1817,NaN,NaN
4780,2.688755989074707,4780,NaN,NaN
2740,1.5379889011383057,2740,NaN,NaN
1909,1.0638718605041504,1909,NaN,NaN
4593,2.6138689517974854,4593,NaN,NaN
1587,0.8737821578979492,1587,NaN,NaN
3640,2.0611748695373535,3640,NaN,NaN
4310,2.4281394481658936,4310,NaN,NaN
5612,3.115602731704712,5612,NaN,NaN
5030,2.8546719551086426,5030,NaN,NaN
6590,3.6818182468414307,6590,NaN,NaN
5956,3.3164236545562744,5956,NaN,NaN
1690,0.933189868927002,1690,NaN,NaN
3746,2.1125826835632324,3746,NaN,NaN
1663,0.9281299114227295,1663,NaN,NaN
3576,2.031982183456421,3576,NaN,NaN
5398,3.0638959407806396,5398,NaN,NaN
1361,0.7729389667510986,1361,NaN,NaN
2653,1.4576823711395264,2653,NaN,NaN
9118,5.233497619628906,9118,NaN,NaN
4265,2.430818796157837,4265,NaN,NaN
2322,1.3336048126220703,2322,NaN,NaN
